cycle,count,mae,accuracy
233,10,9.49138931682,0.972222222222
234,10,8.21444385685,0.972222222222
235,10,10.858311975,0.944444444444
236,10,11.796292926,0.888888888889
237,10,17.4775546151,0.861111111111
238,10,15.5326675812,0.805555555556
239,10,13.6341045106,0.888888888889
240,10,12.7052400706,0.944444444444
241,10,10.9179831515,0.972222222222
242,10,9.60080661715,0.972222222222
243,10,17.207783106,0.944444444444
244,10,13.3230247818,0.944444444444
245,10,12.524762419,0.916666666667
246,10,15.7467024534,0.888888888889
247,10,11.474343387,0.972222222222
248,10,21.0456433713,0.777777777778
249,10,17.2561574905,0.777777777778
250,10,16.9752861152,0.833333333333
251,10,10.5126029604,0.944444444444
252,10,12.7594477331,0.944444444444
253,10,10.0719071633,1.0
254,10,13.4378126124,0.888888888889
255,10,16.5481130251,0.666666666667
256,10,20.391440289,0.472222222222
257,10,22.0834667563,0.666666666667
258,10,29.4688792793,0.611111111111
259,10,22.136127404,0.527777777778
260,10,28.4946248711,0.472222222222
261,10,32.6875445453,0.472222222222
262,10,32.3962600942,0.444444444444
263,10,33.5666176002,0.472222222222
